example_id,problem,problem_category,answer,answer_type
97,"As of December 31, 2019, which U.S. states have never:
-Had a woman serve as governor (elected or appointed)
-Had a woman represent them in the U.S. Senate (elected or appointed)
-Cast any of their Electoral College votes for a woman presidential candidate at the top of a ticket

Provide a complete list of states that meet all three criteria as of that date.",Politics & Government,"Idaho, Indiana, Pennsylvania",Set Answer
98,"I'm working on a guide for a RPG released on the DS, which was co-developed in 2007 by Square Enix and another company named after a planet. I'm stuck on getting one of the Secret Reports - specifically, Day 5 during the week when you partner with a character who doesn't go by a nickname. What is the name of the boss I need to defeat?",Media & Entertainment,Cornix Canor,Single Answer
99,"Using only the stats for the year 2021, of the universities in the top 7 on the World University Rankings of both QS and the Times Higher Education (THE), which are located in the top 7 of both the QS History rankings and THE Social Sciences rankings? Please list them in alphabetical order.",Education,"Harvard University, Stanford University, University of Cambridge, and University of Oxford.",Set Answer
100,Identify which lower tier/unitary authorities in England with a business birth rate (percentage of business newly registered for VAT and/or PAYE) in excess of over 16% also had an average gross disposable income of over the English average gross disposable income in 2021. Use the Office of National Statistics.,Finance & Economics,"Islington, Haringey, Hackney, Enfield, Wychavon.",Set Answer
101,"Working with the CIA World Factbook archive from 2022, which Middle East country (for which data is available) that consumes less than 1 Liter per Capita of alcohol and has an Adult Obesity Rate under 30% has the lowest health expenditure as a percentage of GDP?",Health,Oman,Single Answer
102,"According to Orange Country Transportation Authority's (OCTA) February 2024 Bus Book, identify the city that is the starting point for the most local fixed routes. Of those local fixed routes with the identified city as the starting point, look at the route with the largest number. How many stops have scheduled departures for that route?",Travel,5,Single Answer
103,"Using the County Health Rankings database, which Idaho counties had both a low adult obesity rate (35% or less) and a low overall uninsured rate (10% or less) as of 2023 data?",Health,"Ada, Oneida, Madison, Caribou, Bonneville, Butte",Set Answer
104,"According to data from the United States Federal Reserve regarding household debt, which metropolitan statistical areas, located partially or entirely within New Jersey, had an estimated debt to income ratio range that extends to 1.35 or higher in Q1 of 2023?",Finance & Economics,"Allentown-Bethlehem-Easton, PA-NJ MSA, Atlantic City-Hammonton, NJ MSA, Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA, Vineland, NJ MSA",Set Answer
105,"Which international airport having more than 50 million total passengers in 2014, an average increase of below 6.5% between 2013 and 2015 for total passenger numbers (using data at https://data.london.gov.uk/dataset/busiest-airports-by-passenger-traffic/), won the World's Best Airport award less than six times between 2000 and 2010, according to Skytrax? Please provide the answer using its IATA airport code.",Travel,SIN,Single Answer
106,"Using the gold first system, the country that ranked one place ahead in the overall standings at the Beijing 2022 Winter Olympic Games, of the country that ranked sixth overall in the Tokyo 2020 Olympics, is ranked in this position in its continent/sub continent in the 2022 CIA World Factbook for Median Age (sorting highest to lowest). What countries ranked in the same position in their continent/sub-continent for the same year and measure (as categorised by the CIA World Factbook). Your answer should be a comma-separated list of each country, sorted from highest to lowest median age, and it should include the initial country found.",Geography,"Italy, South Korea, Cuba, Canada, New Zealand, Armenia, Mauritius, Brazil, Uzbekistan, Bhutan",Set Answer
107,"Of the Ida Abelman color artworks included in the U.S. GSA Fine Arts Collection, note those that were not produced via lithographic print. According to the U.S. GSA, which is the westernmost museum in which the youngest of these works is held?",Arts,San Francisco Museum of Modern Art (SF MOMA),Single Answer
108,"In the 2022-2023 season, for the player bought for 2.3 million euros for the team in the semi final of the European Conference League with the most number of points in their respective domestic league, which city were they born in?",Sports,Amsterdam,Single Answer
109,"Who is the Associate Editor of the SBL Study Bible who is a graduate of the University of Chicago, who teaches at a public university in Florida, and who co-authored an article on the Qumran manuscripts  in 2014 with Dennis Duke?",History,Matthew Goff,Single Answer
110,"List every Batman game before 2024 that includes The Condiment King, but does not include him as a playable character and the game cannot have a Batman voiced by Troy Baker.",Media & Entertainment,None,Set Answer
111,"According to Eurostat, in 2018, which of the Nordic countries had environmental tax revenues less than 3% of GDP, a national expenditure on environmental protection less than to 2.5% of GDP across all sectors and domestic net greenhouse gas emissions greater than 3 tonnes per capita? Return the countries ranked highest to lowest by their gross domestic product at market prices in the same year.",Finance & Economics,"Norway, Finland, Iceland",Set Answer
112,"Analyze data published by the Sentencing Project for the following states: Arizona, Colorado, Nevada, New Mexico, Utah. Determine the total number of adults incarcerated in prison and committed youths in custody. Compare the data to findings from the 2024 State-Level Recidivism Trends report (CSG) and the 2022 State of Mental Health report (MHA). Of the selected states, which had some of the lowest prison and committed youth rates, appeared in the bottom 10 states for prevalence of mental illness, and a recidivism increase?",Politics & Government,Utah,Single Answer
113,"Based on the Government of Canada data from 2009-2012, which year had the least Earthquakes magnitude 4.5 or higher?",Science,2010,Single Answer
114,"Of the waterfalls that are 3,000-2,300 feet tall, have an average width of 50 feet or greater, and have a confirmed status from the World Waterfall Database, which ones are located in South America?",Geography,"Kerepakupai Merú, Cataracta Gocta, Salto Yutajé",Set Answer
