,problem,answer,wikipedia_link_1,wikipedia_link_2,wikipedia_link_3,wikipedia_link_4,wikipedia_link_5,wikipedia_link_6,wikipedia_link_7,wikipedia_link_8,wikipedia_link_9,wikipedia_link_10,wikipedia_link_11+,reasoning_types,wiki_links
44,"I am moving to the G40 postcode area - what train stations are nearby, as of 2024?",Bridgeton Railway Station and Dalmarnock Railway Station.,https://en.wikipedia.org/wiki/List_of_postcode_areas_in_the_United_Kingdom,https://en.wikipedia.org/wiki/G_postcode_area,"https://en.wikipedia.org/wiki/Bridgeton,_Glasgow",https://en.wikipedia.org/wiki/Bridgeton_railway_station,"https://en.wikipedia.org/wiki/Calton,_Glasgow  ",https://en.wikipedia.org/wiki/Dalmarnock,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_postcode_areas_in_the_United_Kingdom', 'https://en.wikipedia.org/wiki/G_postcode_area', 'https://en.wikipedia.org/wiki/Bridgeton,_Glasgow', 'https://en.wikipedia.org/wiki/Bridgeton_railway_station', 'https://en.wikipedia.org/wiki/Calton,_Glasgow  ', 'https://en.wikipedia.org/wiki/Dalmarnock']"
45,How old was Stephen Baldwin when Hailey and Justin got married?,52,https://en.wikipedia.org/wiki/Hailey_Bieber,https://en.wikipedia.org/wiki/Stephen_Baldwin,,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/Hailey_Bieber', 'https://en.wikipedia.org/wiki/Stephen_Baldwin']"
46,"As of August 1, 2024, what is the largest city of the 9th largest country by land area in Europe?",The largest city of the 9th largest country in Europe is Warsaw.,https://en.wikipedia.org/wiki/List_of_European_countries_by_area,https://en.wikipedia.org/wiki/Poland,,,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_European_countries_by_area', 'https://en.wikipedia.org/wiki/Poland']"
47,What was the running time of the first cartoon in the series that inspired the name of the Looney Tunes franchise?,5 minutes and 31 seconds,https://en.wikipedia.org/wiki/Looney_Tunes,https://en.wikipedia.org/wiki/Silly_Symphony,,,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Looney_Tunes', 'https://en.wikipedia.org/wiki/Silly_Symphony']"
48,"The state, whose motto was adopted March 26, 1928, has 0.94% of the population in 2024 speaking a language that is native to which country?",Philippines,https://en.wikipedia.org/wiki/List_of_U.S._state_and_territory_mottos,https://en.wikipedia.org/wiki/New_Jersey,https://en.wikipedia.org/wiki/Tagalog_language,,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_U.S._state_and_territory_mottos', 'https://en.wikipedia.org/wiki/New_Jersey', 'https://en.wikipedia.org/wiki/Tagalog_language']"
49,"As of 2024, at the time of his birth, what was the middle name of the U.S. president who won Alaska, graduated from Yale University, and had a son named Michael?",Lynch,https://en.wikipedia.org/wiki/United_States_presidential_elections_in_Alaska,https://en.wikipedia.org/wiki/Gerald_Ford,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/United_States_presidential_elections_in_Alaska', 'https://en.wikipedia.org/wiki/Gerald_Ford']"
50,"The first white man to visit the indigenous people who were forced on a reserve during the Klondike Gold Rush, worked for a company who officially stopped selling what in 2023?",Animal Fur Products,https://en.wikipedia.org/wiki/Klondike_Gold_Rush,https://en.wikipedia.org/wiki/H%C3%A4n,https://en.wikipedia.org/wiki/Hudson%27s_Bay_Company,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Klondike_Gold_Rush', 'https://en.wikipedia.org/wiki/H%C3%A4n', 'https://en.wikipedia.org/wiki/Hudson%27s_Bay_Company']"
51,"What state is the home of the losing team of the World Series three years before ""Old Shufflefoot"" managed his team to victory? ",Illinois,https://en.wikipedia.org/wiki/Lou_Boudreau,https://en.wikipedia.org/wiki/List_of_World_Series_champions,https://en.wikipedia.org/wiki/Chicago,,,,,,,,,Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Lou_Boudreau', 'https://en.wikipedia.org/wiki/List_of_World_Series_champions', 'https://en.wikipedia.org/wiki/Chicago']"
52,Was the person who served as president of the Scottish National Party from 1987 to 2005 alive when the party was founded?,Yes,https://en.wikipedia.org/wiki/Scottish_National_Party,https://en.wikipedia.org/wiki/Winnie_Ewing,,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Scottish_National_Party', 'https://en.wikipedia.org/wiki/Winnie_Ewing']"
53,"In series six of Downton Abbey, Lord Merton is diagnosed with a terminal condition. A deficiency in which vitamin causes this condition?",Vitamin B12,https://en.wikipedia.org/wiki/Downton_Abbey,https://en.wikipedia.org/wiki/Pernicious_anemia,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Downton_Abbey', 'https://en.wikipedia.org/wiki/Pernicious_anemia']"
54,How many letters long is the title of the first movie composed by the composer of the first American Godzilla movie?,17,https://en.wikipedia.org/wiki/Godzilla_(franchise),https://en.wikipedia.org/wiki/Godzilla_(1998_film),https://en.wikipedia.org/wiki/David_Arnold,,,,,,,,,Tabular reasoning | Multiple constraints | Post processing,"['https://en.wikipedia.org/wiki/Godzilla_(franchise)', 'https://en.wikipedia.org/wiki/Godzilla_(1998_film)', 'https://en.wikipedia.org/wiki/David_Arnold']"
55,"The author of the book ""A Good Woman""'s author was married to a man in 2008, who resigned from the board of HP due to the actions taken by the board's chair. What types of cancer did the chair survive?",Breast and skin,https://en.wikipedia.org/wiki/A_Good_Woman_(novel),https://en.wikipedia.org/wiki/Danielle_Steel,https://en.wikipedia.org/wiki/Thomas_Perkins_(businessman),https://en.wikipedia.org/wiki/Patricia_C._Dunn,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/A_Good_Woman_(novel)', 'https://en.wikipedia.org/wiki/Danielle_Steel', 'https://en.wikipedia.org/wiki/Thomas_Perkins_(businessman)', 'https://en.wikipedia.org/wiki/Patricia_C._Dunn']"
56,"Benjamin Waterhouse Hawkins was commissioned to sculpt a series of life-size dinosaurs between 1852-54.  In this location, one species only had its head and back built with the rest of its body submerged underwater because they didn't know what it looked like then.  Where is this display located in 2024, which dinosaur species was this, and what did the rest of its body look like after all?","Crystal Palace Park.  The dinosaur is Mosasaurus, it had a streamlined body, an elongated tail ending with a downturn supporting a two-lobed fin, and two pairs of flippers. ",https://en.wikipedia.org/wiki/Benjamin_Waterhouse_Hawkins,https://en.wikipedia.org/wiki/Crystal_Palace_Dinosaurs,https://en.wikipedia.org/wiki/Mosasaurus,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Benjamin_Waterhouse_Hawkins', 'https://en.wikipedia.org/wiki/Crystal_Palace_Dinosaurs', 'https://en.wikipedia.org/wiki/Mosasaurus']"
57,The Assistant to the Regional Manager on The Office TV show (US version) has a farm. You can obtain what food colorant from the crop he grows?,Betanin,https://en.wikipedia.org/wiki/The_Office,https://en.wikipedia.org/wiki/Dwight_Schrute,https://en.wikipedia.org/wiki/Beetroot,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/The_Office', 'https://en.wikipedia.org/wiki/Dwight_Schrute', 'https://en.wikipedia.org/wiki/Beetroot']"
58,How many Pokemon World Championships occurred in the contiguous United States during the presidency of Barack Obama?,"- Five Pokemon World Championships took place in the contiguous United States during Barack Obama's presidency - The championships tournaments were  2009 (San Diego, California), 2011 (San Diego, California),  2014 (Washington, D.C.), 2015 (Boston, Massachusetts) and 2016 (San Francisco, California)",https://en.wikipedia.org/wiki/Pok%C3%A9mon_World_Championships,https://en.wikipedia.org/wiki/Barack_Obama,https://en.wikipedia.org/wiki/Contiguous_United_States,,,,,,,,,Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Pok%C3%A9mon_World_Championships', 'https://en.wikipedia.org/wiki/Barack_Obama', 'https://en.wikipedia.org/wiki/Contiguous_United_States']"
59,"Put these historical events in chronological order, starting with the earliest: The Beatles play Ed Sullivan, the fall of the Berlin Wall, The Great Depression, Atlanta Summer Games, World War I. ","World War I, The Great Depression, The Beatles play Ed Sullivan, the fall of the Berlin Wall, Atlanta Summer Games. ",https://en.wikipedia.org/wiki/World_War_I,https://en.wikipedia.org/wiki/1996_Summer_Olympics,"https://en.wikipedia.org/wiki/Fall_of_the_Berlin_Wall#:~:text=The%20fall%20of%20the%20Berlin,restrictions%20were%20overwhelmed%20and%20discarded.",https://en.wikipedia.org/wiki/The_Beatles,https://en.wikipedia.org/wiki/Great_Depression,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/World_War_I', 'https://en.wikipedia.org/wiki/1996_Summer_Olympics', 'https://en.wikipedia.org/wiki/Fall_of_the_Berlin_Wall#:~:text=The%20fall%20of%20the%20Berlin,restrictions%20were%20overwhelmed%20and%20discarded.', 'https://en.wikipedia.org/wiki/The_Beatles', 'https://en.wikipedia.org/wiki/Great_Depression']"
60,This individual won a Best Director Award at the 33rd Japan Academy Prize ceremony and is known for having directed a film that briefly surpassed the Godfather as the highest-grossing film in Japan for a short time. Which film was longer - The Godfather or his film - and by how many minutes?,The Godfather (1972) was longer than Submersion in Japan (1973) by 32 minutes.,https://en.wikipedia.org/wiki/Japan_Academy_Film_Prize,https://en.wikipedia.org/wiki/Daisaku_Kimura,https://en.wikipedia.org/wiki/Submersion_of_Japan,https://en.wikipedia.org/wiki/The_Godfather,,,,,,,,Numerical reasoning | Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Japan_Academy_Film_Prize', 'https://en.wikipedia.org/wiki/Daisaku_Kimura', 'https://en.wikipedia.org/wiki/Submersion_of_Japan', 'https://en.wikipedia.org/wiki/The_Godfather']"
61,The manga 'Sailor Moon' was authored by a woman. What manga did her husband win the Shogakukan Manga Award for authoring?,YuYu Hakusho,https://en.wikipedia.org/wiki/Sailor_Moon,https://en.wikipedia.org/wiki/Naoko_Takeuchi,https://en.wikipedia.org/wiki/Yoshihiro_Togashi,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Sailor_Moon', 'https://en.wikipedia.org/wiki/Naoko_Takeuchi', 'https://en.wikipedia.org/wiki/Yoshihiro_Togashi']"
62,Where did the daughter of the winner of the first US presidential election to occur after the official end of WWII  attend university?,George Washington University,https://en.wikipedia.org/wiki/World_War_II,https://en.wikipedia.org/wiki/United_States_presidential_election,https://en.wikipedia.org/wiki/Harry_S._Truman,https://en.wikipedia.org/wiki/Margaret_Truman,,,,,,,,Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/World_War_II', 'https://en.wikipedia.org/wiki/United_States_presidential_election', 'https://en.wikipedia.org/wiki/Harry_S._Truman', 'https://en.wikipedia.org/wiki/Margaret_Truman']"
63,"In the style of wrestling performed by former Greek wrestler Mikhail Theodoropoulos, who won the inaugural olympic medal?",Carl Schuhmann.,https://en.wikipedia.org/wiki/Mikhail_Theodoropoulos,https://en.wikipedia.org/wiki/Wrestling_at_the_1960_Summer_Olympics_%E2%80%93_Men%27s_Greco-Roman_bantamweight,https://en.wikipedia.org/wiki/Greco-Roman_wrestling,https://en.wikipedia.org/wiki/List_of_World_and_Olympic_Champions_in_Greco-Roman_wrestling,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Mikhail_Theodoropoulos', 'https://en.wikipedia.org/wiki/Wrestling_at_the_1960_Summer_Olympics_%E2%80%93_Men%27s_Greco-Roman_bantamweight', 'https://en.wikipedia.org/wiki/Greco-Roman_wrestling', 'https://en.wikipedia.org/wiki/List_of_World_and_Olympic_Champions_in_Greco-Roman_wrestling']"
64,What is the difference in elevation between the respective peaks of Eggstock (Uri Alps) and Eggstock (Schwyzer Alps) in Switzerland? Convert the final figure to centimetres and round up to the nearest 1000.,"110,000cm.",https://en.wikipedia.org/wiki/Eggstock_(Uri_Alps),https://en.wikipedia.org/wiki/Eggstock_(Schwyzer_Alps),,,,,,,,,,Numerical reasoning | Multiple constraints | Post processing,"['https://en.wikipedia.org/wiki/Eggstock_(Uri_Alps)', 'https://en.wikipedia.org/wiki/Eggstock_(Schwyzer_Alps)']"
65,"How many films had the actress who played Trudi Frazer in ""Once Upon a Time in Hollywood"" acted in before?",3,https://en.wikipedia.org/wiki/Once_Upon_a_Time_in_Hollywood,https://en.wikipedia.org/wiki/Julia_Butters,,,,,,,,,,Numerical reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Once_Upon_a_Time_in_Hollywood', 'https://en.wikipedia.org/wiki/Julia_Butters']"
66,The founder of the production company at which Tim Allsop and Stewart Williams met received a bachelor's degree from a college in the state of New York. In what year was this college's sibling institution founded?,1701,https://en.wikipedia.org/wiki/Tim_Allsop_&_Stewart_Williams,https://en.wikipedia.org/wiki/Elisabeth_Murdoch_(businesswoman),https://en.wikipedia.org/wiki/Vassar_College,https://en.wikipedia.org/wiki/Yale_University,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Tim_Allsop_&_Stewart_Williams', 'https://en.wikipedia.org/wiki/Elisabeth_Murdoch_(businesswoman)', 'https://en.wikipedia.org/wiki/Vassar_College', 'https://en.wikipedia.org/wiki/Yale_University']"
67,Which player scored more than 15 goals in Eredevisie during the 21-22 season and had previously played for Auxerre?,Sébastien Haller scored 21 goals that season and previously played for Auxerre.,https://en.wikipedia.org/wiki/2021–22_Eredivisie,https://en.wikipedia.org/wiki/Sébastien_Haller,https://en.wikipedia.org/wiki/Loïs_Openda,https://en.wikipedia.org/wiki/Vangelis_Pavlidis,https://en.wikipedia.org/wiki/Ricky_van_Wolfswinkel,,,,,,,Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/2021–22_Eredivisie', 'https://en.wikipedia.org/wiki/Sébastien_Haller', 'https://en.wikipedia.org/wiki/Loïs_Openda', 'https://en.wikipedia.org/wiki/Vangelis_Pavlidis', 'https://en.wikipedia.org/wiki/Ricky_van_Wolfswinkel']"
68,"The latest game, as of August 4, 2024, from the creator of Kirby won an award at The Game Awards. What won Game of the Year the following year?",The Last of Us Part II,https://en.wikipedia.org/wiki/Kirby_(series),https://en.wikipedia.org/wiki/Masahiro_Sakurai,https://en.wikipedia.org/wiki/Super_Smash_Bros._Ultimate,https://en.wikipedia.org/wiki/The_Game_Awards_2020,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Kirby_(series)', 'https://en.wikipedia.org/wiki/Masahiro_Sakurai', 'https://en.wikipedia.org/wiki/Super_Smash_Bros._Ultimate', 'https://en.wikipedia.org/wiki/The_Game_Awards_2020']"
69,By how many years does the inception of the party to which former Finnish MP Lea Rakel Hiltunen last belonged predate the foundation of the Parliament of Finland itself?,7 years.,https://en.wikipedia.org/wiki/Rakel_Hiltunen,https://en.wikipedia.org/wiki/Parliament_of_Finland,https://en.wikipedia.org/wiki/Social_Democratic_Party_of_Finland,,,,,,,,,Numerical reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Rakel_Hiltunen', 'https://en.wikipedia.org/wiki/Parliament_of_Finland', 'https://en.wikipedia.org/wiki/Social_Democratic_Party_of_Finland']"
70,"According to the population data in their respective Wikipedia articles in August 2024, what is the difference between the population of Seattle, WA, and Portland, OR, according to the data from 2020?","84,512",https://en.wikipedia.org/wiki/Seattle,"https://en.wikipedia.org/wiki/Portland,_Oregon",,,,,,,,,,Numerical reasoning | Tabular reasoning,"['https://en.wikipedia.org/wiki/Seattle', 'https://en.wikipedia.org/wiki/Portland,_Oregon']"
71,"What was the Enhanced Fujita Scale rating of the 2011 tornado that hit the hometown of the band who had a controversial interview with Bryan Odell on June 3, 2012?","EF5- Joplin, Missouri",https://en.wikipedia.org/wiki/BryanStars,https://en.wikipedia.org/wiki/Never_Shout_Never,https://en.wikipedia.org/wiki/2011_Joplin_tornado,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/BryanStars', 'https://en.wikipedia.org/wiki/Never_Shout_Never', 'https://en.wikipedia.org/wiki/2011_Joplin_tornado']"
72,Which MP standing as the leader of a major party in the 2019 United Kingdom General Election was also an MP for Henley?,Boris Johnson was leader of the Conservative Party and a former MP for Henley.,https://en.wikipedia.org/wiki/2019_United_Kingdom_general_election,https://en.wikipedia.org/wiki/Boris_Johnson,https://en.wikipedia.org/wiki/Jeremy_Corbyn,https://en.wikipedia.org/wiki/Nicola_Sturgeon,https://en.wikipedia.org/wiki/Jo_Swinson,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/2019_United_Kingdom_general_election', 'https://en.wikipedia.org/wiki/Boris_Johnson', 'https://en.wikipedia.org/wiki/Jeremy_Corbyn', 'https://en.wikipedia.org/wiki/Nicola_Sturgeon', 'https://en.wikipedia.org/wiki/Jo_Swinson']"
